Distance,Size,Success
61.21858765625369,2.713088142794378,0
71.27895640426811,0.80096567,0
67.74752684197146,4.771001044944156,0
57.18901492696464,6.879681009518237,0
64.11362839283899,9.142564165163897,0
66.66627172227481,1.0907792073081632,0
92.04765702601406,3.279862952925622,0
97.88390080924484,9.974081235162334,0
55.05074241001265,5.114201353949601,0
18.45194208908708,6.363080410555219,0
93.20779399342467,1.300357067606449,0
12.405884386195345,9.518197671246117,1
39.16767631317188,3.423137709619649,1
81.95167381500221,1.505076661130454,0
38.77550395529194,7.314521060131361,1
70.31190635,4.745805923711179,0
88.19800348932372,5.067283226588296,0
86.51744890614957,4.415498772710641,0
26.86524722362212,7.571922274065366,1
65.95368050460885,7.022315603341291,0
73.21484118178026,4.258567624671949,0
81.48943909609078,9.557974871743516,0
47.344114450229426,5.674300311034065,0
63.190340068237376,3.266161863770032,0
76.16126681,1.640353776144385,0
86.09760052,4.670740174214603,0
47.78320096560276,5.940897746034925,0
97.72706479176058,0.5057961714653273,0
84.48237774264337,5.7724620487795475,0
52.78121096514979,2.4874960366766454,0
66.10512319330437,9.815967105007697,0
61.697163384193104,6.684091651885021,0
27.85032426060492,6.088066310401728,1
61.83605201834594,0.6699243534655158,0
44.41600579210179,0.5297064172373438,0
52.03557364534465,7.870672328876862,0
50.01445714019383,5.662111032096249,1
74.93272025423374,6.712676126936945,0
76.28732798358799,4.833918823979272,0
87.93101749434994,4.2020755888829004,0
20.676931674664353,2.541232495858374,1
76.25474585297813,6.099639544609309,0
50.68078370591302,2.8946080263811065,0
12.624719794761658,1.9683986781683063,1
52.63471078233748,2.2707286062707293,0
13.004984876832564,5.681146066856666,1
14.397519935720336,7.440994412149234,1
17.33018844656609,2.2559212376900764,1
21.243490281427633,1.5515951783151147,1
70.95416271027963,9.474731995170309,0
45.42988819630365,3.515237570320388,1
69.32009632173032,5.558861920678436,0
13.083222176608693,3.0429268257473767,1
12.58947016089526,7.064863726453106,1
80.66717167,0.6214391543902476,0
17.726126455233292,1.1686778296909115,0
68.17457447519394,7.974388369525306,0
98.46066356,1.521820699048988,0
51.66898603130769,4.693971735805165,0
41.98450793227291,5.747498854581154,1
25.16230053798175,8.252392555,1
56.618535522473714,5.532408324544387,0
34.029356590991995,7.906478877521887,1
60.117552537339144,6.173334961407845,0
47.379573650445266,7.984150858510721,1
93.08034752298637,3.5648514172778634,0
85.53400764790894,9.585594496804521,0
57.56795776860636,7.986713253574597,0
84.62555997046913,0.14993720595092352,0
28.817081041459407,1.3413151489287682,1
36.572941515194344,4.701435192089849,1
51.62707806723342,5.228642995098455,0
75.24714032172913,3.455757362,0
57.83456073236774,3.708932001945339,0
28.454339109717978,4.831236999656569,0
38.74782184245851,8.228125800357816,1
80.13139265342915,7.262570036267298,0
12.827309497009486,5.119984264592274,1
67.00848027818367,4.5914842140306655,0
49.078902715162734,4.844570640169404,1
13.02565877864474,0.6207564666823612,0
33.059024510247696,5.047328538459397,1
54.32976031,9.744171964188707,0
13.50352780361696,0.9301975020401356,1
61.90291628613317,9.103560546958999,0
27.16100056085044,2.3354429193919337,0
76.78286802500222,8.558757893996086,0
72.86392929,0.20780372425639057,0
85.30176504169037,3.3516018588335834,0
17.82058812524189,0.47845299450132384,1
49.84581830085742,4.408113655196968,0
46.07201872195921,1.0035755707869825,0
17.07022629,3.7458565584638506,1
46.95972508910963,6.485593851336764,1
43.13199154966499,5.750432658779935,1
69.14991079428191,5.858890879701014,0
99.25456471084146,9.096350659323978,0
56.00651051383477,7.490382018100466,0
49.95477253667195,3.405616423,0
38.93317047520068,6.8304335990116645,1
44.58170001539308,4.2367702850754085,1
51.547559959994686,4.910342794004151,0
97.19745552989392,4.963352842873236,0
78.18266134332868,7.618379128685273,0
65.45394990311797,1.0150955697436947,0
61.17343815910986,8.296585645096616,0
83.03321118,3.754745848626896,0
20.42543606,9.666993752,1
85.64245995,7.159796408904834,0
51.96661455393729,6.925240121325121,0
42.79256374,9.675094468924945,1
64.40670600227034,1.8260134778305457,0
82.26320856515312,1.8133379605709599,0
67.52503057259852,4.408433976740163,0
60.24676632394576,7.426494167394121,0
38.65398414442345,3.252164013958451,1
74.52780662083363,4.000066718438271,0
12.823204446170472,1.9734505385804386,1
92.97005509,8.703814796616475,0
46.085011835492345,2.4318885475619574,1
13.906806570087019,5.269178248750555,1
40.14513664702844,3.3924814656738507,1
78.49886546890707,0.752479345,0
74.46608918064746,2.5009933984494634,0
81.82516865927516,7.683958497999893,0
42.77649184535517,3.1615092362941004,1
50.45193751,5.317107920192833,1
70.46569796733809,2.3696650484242126,0
41.63621322288627,8.533912190841896,1
55.546676087946466,0.8761000799928338,0
59.48604631,1.9227298760826244,0
14.16835599645669,0.2954156980491971,0
56.99388793116873,1.4232059092992038,0
77.96116915721481,3.780309773,0
90.91286031244795,9.426972644907933,0
10.602385313943458,7.117350171283067,1
33.75889035663381,9.022404062255887,1
28.29601250913901,1.7157911259977545,1
