Distance,Size,Success
57.06233391551285,6.379969779770704,0
63.93698970302921,8.566240283330153,0
48.05554807453258,3.222144350175395,1
84.14118365186741,8.146740414,0
26.35039908454354,3.1808857932907597,0
15.405615171736148,2.6884616590813364,0
93.19255109,8.575245159525398,0
18.762415436089068,4.321205444282132,1
75.50508177238184,0.37501354614605986,0
66.14653215532132,8.138706307742899,0
44.08506605,7.353396255725137,1
78.85872355628405,6.139213149,0
59.299170059606276,8.511758338244363,0
13.512030514554958,0.6838762469549371,0
54.220952038728306,1.9127497384547074,0
88.73256730242832,2.155339849787259,0
19.08690847468815,1.9144146705695535,1
17.201530976068337,1.8653323052949935,1
24.545460728845548,3.505272383979198,0
62.028833824910485,9.385858654,0
54.60144876398017,2.390809764796147,0
60.35319697764939,1.3017545670912352,0
43.62075096796994,8.615920944132489,1
50.17972918995502,0.5779468057825742,0
68.65919440056045,9.750404035950135,0
97.14008395,5.1453959669642355,0
67.48377552109923,4.6132464288160175,0
92.20975529036227,4.343484449,0
62.74306753,1.4900810359999064,0
11.80584250745056,8.200412418913917,1
90.14320603709965,8.214530792182112,0
20.761746583943022,2.684379429810407,1
79.70093637,5.342950861049047,0
74.48083019683837,1.957185470953609,0
27.561419293187807,5.749282061570034,0
53.78005081639914,6.112896044927591,0
46.87100004433141,5.901242644,1
98.87150352855716,5.7735851243316905,0
49.67736653150863,8.994091153,0
94.82146952980264,2.8530397630344053,0
65.28548749401666,6.063226028223955,0
55.16904335570504,5.928882354142393,0
78.83663453893932,2.6340874162562247,0
95.40669144079446,0.4842362698937581,0
24.49399189681342,2.899423896770374,0
20.028107509330017,9.724257195842041,1
86.15168392,0.11643628098794917,0
47.75361706430462,9.605788977096203,1
30.071198760873603,7.067688278494576,1
72.22945474,4.958358562171486,0
45.273133912121835,2.1393203149188667,0
37.578728621546645,0.8918579995087746,0
22.987655967191674,3.6849658272061867,1
27.485905716391215,8.197351499706626,1
72.28213865496396,5.347807553585154,0
77.23622319748101,3.3434968830702934,0
76.47139387479655,0.2995782188207922,0
28.39847864030061,4.516552384333656,1
32.654920213513236,3.919294680844272,0
31.23723997264104,2.2773937593642657,1
37.00263157532545,9.266265100765908,0
58.1501512,7.489085764,0
21.63085607,1.9854913068156512,0
20.743758881474946,3.0247493926917057,1
64.23930466404894,0.15075527649638668,0
58.88302437252452,8.488376818215846,0
92.51089853039308,7.682660459,0
50.97394517104244,1.4228219606837298,0
29.383642858276826,9.373440617019483,1
58.41400666860103,9.858719896435307,0
55.71088300418632,2.807497215,0
17.02012991529416,6.307271346296614,1
69.69800995974958,7.586548039,0
98.80103946653165,1.649766556729779,0
31.228486640905324,2.486542793545525,0
89.97140812291185,0.8821797412330049,0
41.57740237655584,6.9456589732496266,1
66.11454315235052,4.2622924793707515,0
76.96718927846463,7.720306198268634,0
78.24067688633174,1.9856963031766584,0
56.17552688115965,9.292377283056176,0
98.50090562931557,1.073148737599023,0
99.98146894,6.512095215979838,0
18.657245413845146,1.7169779540761745,1
16.156007476906986,7.539910631917449,1
45.10333944681833,6.422097665634803,1
89.80699335776667,4.933265201742812,0
63.78291172340595,0.9158919517863355,0
90.16455335177749,9.481778143844904,0
94.03355990898999,8.156209558725225,0
31.95155436909136,6.295923913675772,1
39.41051370227665,0.750207413,0
12.967132855710846,9.474806328567142,1
94.63811985225018,4.6931209241807545,0
73.94642607,7.607040993073993,0
90.06873697967873,2.008001402818989,0
62.08325072983966,3.921578764449614,0
64.32129452341111,3.061124808840558,0
33.874587118289135,8.380852980783793,1
21.11756147914078,9.744507634395573,1
86.64762686724154,2.196672955847995,0
77.16201507008506,6.415149165571503,0
66.34609794802907,5.0650659829446285,0
54.90921312115835,3.977428241353701,0
62.228167986847275,7.272646636030462,0
45.37118492896765,9.502405766656286,0
82.40897640874961,3.3441450012504585,0
82.63716266978136,4.614814028696105,0
42.43662607,8.138729881397452,0
79.21031439548455,5.922874632065401,0
67.27633619,9.356075102411204,0
16.479536904236358,2.502582614042749,1
87.01282856989566,9.727667316,0
47.99403528013254,7.634467561,1
39.27461237442884,6.834342278,1
40.029150884611965,2.3214990776975606,1
97.32177419886408,7.769955676804095,0
14.52206834671209,5.991685404,1
96.53581800809697,9.502505259022778,0
31.6804618,2.009702858514577,0
78.54495999,6.986325183,0
87.06469689121516,7.137069557930357,0
63.25361213092692,5.614502096223148,0
40.73444507466458,4.545990931970967,1
55.947596828524674,4.748972100804952,0
11.96471123206318,7.947241538797901,1
89.65329251136932,1.260198927498411,0
43.71584610017389,1.381518030770849,1
41.64807393859634,6.879962890420214,0
44.58389132762406,5.804942264929772,1
17.891315345695105,0.7812522368786651,0
70.45139788414656,9.383960506607824,0
46.743078520089426,9.124632755,1
62.95144112411446,3.4633024438399387,0
76.47300007495862,3.9381666308742123,0
12.422391431245636,5.260797536,1
58.253422018085054,1.1851753669993201,0
67.33161657033732,1.8565286283092164,0
69.55857334763401,7.270927624585778,0
42.53386871549524,4.506907208574511,1
60.85622392587855,8.219920494871706,0
87.60581128,4.977987336564639,0
93.13343458069828,8.872287412,0
54.74881919299177,0.8582271975470379,0
25.33671557045585,1.168514606,1
93.22269431,4.809523239735164,0
51.72560111,2.777667631511959,0
71.47778228661204,2.337476938208845,0
92.71535466574235,3.267638550011994,0
38.74496158,3.9305016861977893,1
97.63900707,1.3012083386965738,0
35.53955591130762,7.741003925542135,1
95.8206652,6.2830069311932775,0
66.28412753385042,4.344799535250195,0
90.83319991983002,1.981903902355676,0
61.18162088043487,3.576338552375637,0
57.75647986357413,5.712622280589869,0
27.29355898887129,1.029616189817975,1
23.42536974038267,4.479752716613194,1
26.15759318837465,9.728714654,1
93.89346468204836,5.727451730929765,0
78.77832361,6.974356372125198,0
36.914694082205315,8.968176104123977,1
56.50735422085564,1.4283856104741137,0
70.25512813796183,0.5097365334860214,0
75.13857379520303,5.840905962281237,0
77.91897269438019,2.729984676691344,0
42.80718615639692,2.2873565918861503,0
81.72923172360865,7.398192814240142,0
40.68442872694362,3.3185838186706884,1
11.791039870025964,9.325712188136478,1
77.31971736840059,2.4983731025414206,0
54.21657034848131,2.9902399397008104,0
64.44345578288409,5.799687788579302,0
85.37883025925966,9.467590452894733,0
99.19845551676069,6.825564930886781,0
99.41757144729466,5.6024590607846845,0
64.58370026553936,3.627222136714479,0
51.63561041903979,4.954341462457861,0
91.55046713,5.932263306,0
11.515960779821695,3.0375735968222175,1
63.82208714667049,5.572928967549654,0
77.21125477863606,7.5309033411238815,0
25.708326887913266,2.7869852588425728,0
90.50685374919934,4.702315219580931,0
96.89242300857093,0.7906770851183113,0
60.70513162206181,1.2656185959958128,0
15.727285076037454,5.776632580327661,1
27.93508252,6.178426970988811,1
84.5628736,2.5950956834552783,0
68.50074661927928,7.267941525,0
12.237969886438568,5.328354250931711,1
75.01050912964853,2.7945106897686784,0
62.29899674327134,6.244948686611557,0
47.933886944153485,9.830334649468712,1
46.46881498792942,8.667484468,1
35.78858170318013,3.765956914364465,0
53.233886649873625,0.4109242147161053,0
57.47103448065115,5.359630315,0
26.132400296736737,5.3609838656832345,1
77.91272755,9.693322954476889,0
55.89257985214312,0.12452586287822287,0
57.21407042053096,8.196482807866284,0
68.59293968519182,8.207960249415487,0
34.30241087526251,3.5408621345354443,0
32.05022163691843,7.800550098312053,1
50.66650005837644,8.700468501035386,0
64.95182768341144,0.2936824809973351,0
35.62737740274501,9.078857180718447,1
56.551840251549315,9.640281231264092,0
70.91057075001854,5.140659966769661,0
85.40413082761722,8.931242603,0
28.723899955105253,4.2692260039148815,1
15.54379534719039,1.2200083607062313,0
51.138829183942846,8.094968622456788,0
17.97531883848358,1.2462129705180114,1
37.59931353319877,7.859563068328275,1
33.90131788498657,1.0586923120016036,1
18.523204193205167,6.455208879187828,1
84.21521617525195,3.854495815,0
93.05763580044771,4.923213617212763,0
31.770003791254315,4.1458548518082114,1
25.098996652329955,8.040732852855289,1
14.613580133257958,7.356030981543316,1
74.04344689938527,5.713416515,0
96.85760967248599,9.802077371636031,0
66.80060488537931,0.31840279351824746,0
13.579344502745256,5.904678231951368,1
67.38491903621615,9.937173775889319,0
72.89695957663861,0.10416731955976238,0
21.040137255028156,9.164786454439254,1
95.87540926800618,1.9810130877719405,0
57.98390938414191,1.3306118905482183,0
67.22125689661843,1.6908761484810644,0
84.49482546085649,0.8620877851808361,0
75.99541333288398,9.098866277520864,0
82.70235990745385,8.390688454,0
29.570797197659296,5.554106739317469,1
37.72402839217112,9.003574403460306,1
26.907210528163404,9.947802831544562,1
29.596234966029172,3.0410996698145554,1
22.330556839172942,4.466620478398091,1
13.44970902211967,3.566482034081922,1
16.804424433477045,5.801645841294481,1
56.46092086231388,1.6225915911328939,0
71.06830697233322,7.937529944926781,0
12.444542782303238,6.464810431003868,1
75.65498616,0.9839595178418147,0
59.808233908910765,5.074072035,0
18.157069925741126,4.472800325562801,1
71.77641472452078,2.93643657,0
77.49654304101107,1.2547043666404742,0
13.464697551862054,6.0458459181255755,1
25.105764888733717,7.5264771172195095,1
26.207671656994503,0.5016511274497626,0
57.43008245240124,0.4996417735466616,0
63.02190298483721,2.9607651855975905,0
64.85207165,1.9329729060865404,0
82.41032208472068,8.757290901340504,0
13.03628015711749,9.766073715243673,1
25.254211119899804,5.564288257,0
67.27410915222445,3.408107552200141,0
50.38791601663069,4.398964263816043,0
30.04472341,9.875653547255085,1
88.12337970156338,0.655766215,0
45.51069626632282,4.891287434446875,1
93.06040214506447,5.748988670799329,0
96.12992011,3.2758073580622735,0
88.09076166703308,1.792412871947962,0
75.69436029162628,8.837921834641547,0
49.363458115050406,9.783271938828356,1
77.27962599115472,0.20641195304989057,0
40.54891745299671,7.547383336501141,1
94.51186100472341,3.665501166552507,0
41.518752504664974,3.442466359311922,1
91.27180646906703,3.183755607067689,0
67.36032702300648,8.600273736,0
98.68166193672175,4.1688757535338485,0
92.88910813,3.736036217395189,0
44.29847987221876,3.335515548,1
39.11379718723386,0.8644374783263629,0
18.882149349417965,0.6523333755620812,1
65.34804573302223,8.303221906854677,0
18.008326402601313,1.4214777582525255,1
24.290669012390396,8.204095013726647,1
91.64074418966031,9.533096305397766,0
58.51768919595854,1.7719236770741955,0
72.90015939611405,6.188126993330001,0
67.72882588866453,7.690275738604442,0
78.77153699159123,9.517283426688785,0
49.29638876097735,7.303272002817667,1
87.85115210914637,3.3405888918014823,0
86.46454621754356,4.042894198345903,0
90.87755741032062,9.314428764497096,0
88.60608162308624,1.587400664924745,0
61.93420703559957,2.0943221268568006,0
70.52860628788403,0.5039214738476514,0
41.75270588530254,3.6974126864403707,1
70.31878988227501,0.40127596514631614,0
62.54865587534128,7.058580193,0
46.82495623825924,2.0256447576193666,0
73.25476328,6.934475960562084,0
65.19416402110048,5.093688431612063,0
13.771890032186336,9.912509745706949,0
94.47546661420542,5.284321071633318,0
10.984257689640916,6.651848148752741,1
63.86804230555849,5.846358514734272,0
40.03789307956298,3.2053737544936234,1
29.372826005426578,2.6287540208505447,1
62.38794151236328,1.7641891654916493,0
86.32244276,0.1114349919214983,0
24.568490763646505,0.8971228191626766,0
71.80529823324048,6.176479607505736,0
64.45572074854786,4.6956313243159835,0
33.96336024259409,8.599694137,1
62.23528116614632,7.909869535,0
92.43569300489845,9.130531891243516,0
89.55015086730452,8.899202665500164,0
97.06744066071492,9.469334458234076,0
36.88344535185565,5.737234202823868,1
28.667293023113324,5.533302193208413,1
14.731260414663641,1.5520958721154643,1
43.01079088296229,4.814545763148828,1
24.977467988805486,9.648054378887874,1
38.01591048,3.770593200123099,1
54.15198903295623,9.325290323018686,0
89.76179739053873,5.510816540032134,0
91.67240412972691,0.9577154336909399,0
68.31263476023288,6.901122486539635,0
50.90927050531466,5.708461105,0
13.736655764410788,8.953703484034389,1
85.90366058961088,2.353167446993236,0
87.42188702444577,2.9542719065956073,0
56.99827851,5.731680130432434,0
99.64685538111647,5.049632935620724,0
21.81812358276061,8.033023982705274,1
